account_id,device_id,linked_bank_account,ip_subnet,signup_day,txn_count_first_7d,cluster_type,cluster_id,is_fraud_ring_member
ACCT-001826,DEV-759830,ACC-875825123,127.253.42.0/24,2,2,none,,0
ACCT-001592,DEV-699835,ACC-763006715,113.89.25.0/24,214,1,none,,0
ACCT-002823,DEV-348204,ACC-494426429,190.206.253.0/24,137,2,none,,0
ACCT-001615,DEV-999633,ACC-304886928,148.28.169.0/24,191,1,none,,0
ACCT-001339,DEV-919623,ACC-466834114,221.56.65.0/24,315,4,none,,0
ACCT-001524,DEV-683759,ACC-996428517,126.202.136.0/24,220,2,none,,0
ACCT-000574,DEV-771222,ACC-316421917,182.219.15.0/24,253,1,none,,0
ACCT-003295,DEV-738358,ACC-146239863,58.187.96.0/24,22,9,fraud_ring,RING-013,1
ACCT-002946,DEV-152867,ACC-212226949,60.42.111.0/24,99,5,none,,0
ACCT-001435,DEV-610626,ACC-876080673,139.59.22.0/24,300,3,none,,0
ACCT-002309,DEV-594650,ACC-305549728,181.230.186.0/24,123,3,none,,0
ACCT-001329,DEV-197973,ACC-637347720,206.39.6.0/24,30,2,none,,0
ACCT-000478,DEV-215108,ACC-211763249,150.121.199.0/24,44,1,none,,0
ACCT-002674,DEV-936053,ACC-475547328,215.61.82.0/24,181,1,none,,0
ACCT-000203,DEV-763546,ACC-543494879,197.94.115.0/24,132,0,none,,0
ACCT-003288,DEV-899943,ACC-660477617,50.76.67.0/24,299,8,fraud_ring,RING-012,1
ACCT-000033,DEV-211810,ACC-281270021,112.190.76.0/24,358,1,none,,0
ACCT-002505,DEV-878061,ACC-442806968,215.81.129.0/24,222,2,none,,0
ACCT-000588,DEV-235208,ACC-326042829,148.188.119.0/24,160,1,none,,0
ACCT-001843,DEV-699384,ACC-553336013,165.251.172.0/24,211,3,none,,0
ACCT-000488,DEV-468403,ACC-351727419,176.32.219.0/24,359,1,none,,0
ACCT-001401,DEV-561131,ACC-850168257,91.235.233.0/24,13,3,none,,0
ACCT-002056,DEV-922470,ACC-279682439,3.184.131.0/24,14,2,none,,0
ACCT-001500,DEV-407622,ACC-492091577,170.15.165.0/24,274,3,none,,0
ACCT-000109,DEV-701070,ACC-817209308,10.46.63.0/24,290,0,none,,0
ACCT-000294,DEV-823182,ACC-926654311,29.172.49.0/24,358,1,none,,0
ACCT-002769,DEV-282459,ACC-589318302,92.167.95.0/24,248,1,none,,0
ACCT-002216,DEV-977774,ACC-669809476,184.194.122.0/24,207,2,none,,0
ACCT-002966,DEV-635428,ACC-272986253,29.228.184.0/24,142,3,none,,0
ACCT-001994,DEV-536576,ACC-289258200,92.209.189.0/24,127,5,none,,0
ACCT-002336,DEV-683818,ACC-768726647,107.237.202.0/24,146,1,none,,0
ACCT-003301,DEV-338356,ACC-146239863,3.115.157.0/24,22,14,fraud_ring,RING-013,1
ACCT-001341,DEV-751803,ACC-619254212,187.145.96.0/24,34,1,none,,0
ACCT-001796,DEV-736564,ACC-939333780,206.200.219.0/24,185,1,none,,0
ACCT-003293,DEV-338356,ACC-296106508,121.92.27.0/24,23,5,fraud_ring,RING-013,1
ACCT-000497,DEV-532072,ACC-997775941,57.92.15.0/24,286,4,none,,0
ACCT-000870,DEV-600040,ACC-577082902,42.201.194.0/24,194,2,none,,0
ACCT-001584,DEV-522361,ACC-366019618,194.84.163.0/24,214,1,none,,0
ACCT-000343,DEV-403138,ACC-660253793,20.12.238.0/24,164,1,none,,0
ACCT-001258,DEV-966160,ACC-129431072,92.94.158.0/24,202,1,none,,0
ACCT-003111,DEV-978349,ACC-289800374,125.59.240.0/24,11,3,legit_shared_device,LEGIT-036,0
ACCT-001660,DEV-617119,ACC-226753743,121.194.35.0/24,224,3,none,,0
ACCT-002842,DEV-170765,ACC-789024584,8.33.109.0/24,297,2,none,,0
ACCT-002558,DEV-176085,ACC-662648913,189.145.32.0/24,320,1,none,,0
ACCT-001511,DEV-856148,ACC-691921990,200.171.169.0/24,122,3,none,,0
ACCT-000663,DEV-379349,ACC-367301116,105.37.37.0/24,292,6,none,,0
ACCT-003224,DEV-657861,ACC-369883763,47.67.44.0/24,283,9,fraud_ring,RING-005,1
ACCT-001065,DEV-492944,ACC-243468416,63.215.56.0/24,60,1,none,,0
ACCT-001792,DEV-844270,ACC-910832543,158.184.48.0/24,234,0,none,,0
ACCT-001602,DEV-755306,ACC-800701112,102.32.117.0/24,22,1,none,,0
ACCT-000453,DEV-941913,ACC-150299319,213.33.218.0/24,9,2,none,,0
ACCT-003147,DEV-115827,ACC-724651470,134.228.21.0/24,216,4,legit_shared_device,LEGIT-047,0
ACCT-001653,DEV-891517,ACC-161460880,203.55.142.0/24,247,1,none,,0
ACCT-000247,DEV-883657,ACC-989370365,127.162.234.0/24,69,0,none,,0
ACCT-003235,DEV-538042,ACC-916844995,110.36.226.0/24,75,11,fraud_ring,RING-006,1
ACCT-000040,DEV-640204,ACC-939686475,141.184.32.0/24,2,1,none,,0
ACCT-003210,DEV-221444,ACC-611621100,9.108.169.0/24,253,0,fraud_ring,RING-004,1
ACCT-001270,DEV-423190,ACC-240303572,80.81.212.0/24,115,1,none,,0
ACCT-003043,DEV-576518,ACC-341986660,86.59.23.0/24,161,4,legit_shared_device,LEGIT-012,0
ACCT-001009,DEV-267199,ACC-178607104,114.173.27.0/24,13,2,none,,0
ACCT-000449,DEV-439501,ACC-862947622,183.112.75.0/24,133,3,none,,0
ACCT-003051,DEV-356310,ACC-828574689,90.116.255.0/24,281,2,legit_shared_device,LEGIT-015,0
ACCT-000897,DEV-986907,ACC-853731396,46.118.71.0/24,172,3,none,,0
ACCT-002455,DEV-985278,ACC-698414334,113.30.52.0/24,148,1,none,,0
ACCT-002474,DEV-415131,ACC-127487132,105.0.45.0/24,11,2,none,,0
ACCT-002419,DEV-130699,ACC-580309574,221.202.219.0/24,259,2,none,,0
ACCT-002507,DEV-723888,ACC-936113485,114.68.59.0/24,274,2,none,,0
ACCT-000502,DEV-338324,ACC-474294725,41.211.170.0/24,16,1,none,,0
ACCT-003116,DEV-322939,ACC-878662263,67.100.51.0/24,38,4,legit_shared_device,LEGIT-038,0
ACCT-002686,DEV-806360,ACC-231846243,204.201.0.0/24,202,2,none,,0
ACCT-002847,DEV-748347,ACC-672299882,178.201.87.0/24,247,3,none,,0
ACCT-000188,DEV-672160,ACC-855213048,177.204.230.0/24,123,3,none,,0
ACCT-001908,DEV-160152,ACC-315647023,213.54.0.0/24,31,2,none,,0
ACCT-002910,DEV-747243,ACC-439537784,30.13.171.0/24,135,2,none,,0
ACCT-000939,DEV-772571,ACC-726740095,50.119.13.0/24,219,1,none,,0
ACCT-001439,DEV-612800,ACC-681752982,2.237.185.0/24,347,1,none,,0
ACCT-002974,DEV-669071,ACC-393385920,54.231.8.0/24,266,4,none,,0
ACCT-001618,DEV-318824,ACC-428882604,143.63.143.0/24,74,3,none,,0
ACCT-000587,DEV-511050,ACC-575233101,112.125.42.0/24,328,2,none,,0
ACCT-001880,DEV-518988,ACC-806995549,77.222.19.0/24,166,5,none,,0
ACCT-002815,DEV-168484,ACC-884675910,198.32.45.0/24,182,3,none,,0
ACCT-001226,DEV-847089,ACC-643716736,155.148.213.0/24,163,2,none,,0
ACCT-002574,DEV-543981,ACC-180442507,149.40.78.0/24,7,3,none,,0
ACCT-003115,DEV-179993,ACC-407116011,223.192.34.0/24,123,0,legit_shared_device,LEGIT-037,0
ACCT-002201,DEV-303877,ACC-539847033,108.98.111.0/24,292,2,none,,0
ACCT-002623,DEV-845047,ACC-920299959,152.91.238.0/24,220,4,none,,0
ACCT-001759,DEV-551766,ACC-431884557,52.25.206.0/24,108,2,none,,0
ACCT-000327,DEV-611164,ACC-271382766,80.213.144.0/24,224,0,none,,0
ACCT-001007,DEV-646372,ACC-131491616,44.199.178.0/24,355,0,none,,0
ACCT-000534,DEV-240523,ACC-832643120,9.198.19.0/24,80,0,none,,0
ACCT-000653,DEV-652083,ACC-300146189,9.93.154.0/24,362,1,none,,0
ACCT-000623,DEV-770768,ACC-683894046,111.146.72.0/24,246,3,none,,0
ACCT-001109,DEV-829494,ACC-268461030,108.79.184.0/24,324,2,none,,0
ACCT-003222,DEV-657861,ACC-369883763,20.101.52.0/24,282,11,fraud_ring,RING-005,1
ACCT-000361,DEV-861706,ACC-185718789,125.77.188.0/24,64,2,none,,0
ACCT-002137,DEV-676816,ACC-381156048,197.32.246.0/24,306,2,none,,0
ACCT-000066,DEV-590180,ACC-252592126,41.195.244.0/24,223,3,none,,0
ACCT-000848,DEV-752758,ACC-220901428,77.45.186.0/24,285,0,none,,0
ACCT-002743,DEV-542254,ACC-391455267,119.125.94.0/24,37,2,none,,0
ACCT-002899,DEV-775250,ACC-774694505,187.101.13.0/24,12,4,none,,0
ACCT-002940,DEV-488315,ACC-952075880,83.1.109.0/24,22,5,none,,0
ACCT-003112,DEV-978349,ACC-682665325,87.64.57.0/24,11,6,legit_shared_device,LEGIT-036,0
ACCT-001832,DEV-249589,ACC-470321375,171.83.126.0/24,301,1,none,,0
ACCT-001651,DEV-958938,ACC-324643945,146.227.127.0/24,149,4,none,,0
ACCT-002034,DEV-844971,ACC-120368997,82.187.65.0/24,189,1,none,,0
ACCT-002512,DEV-130786,ACC-967858727,34.74.38.0/24,305,2,none,,0
ACCT-001980,DEV-525129,ACC-103677718,157.176.39.0/24,251,1,none,,0
ACCT-002573,DEV-311016,ACC-145056401,91.43.188.0/24,140,3,none,,0
ACCT-001105,DEV-154527,ACC-147170788,141.8.135.0/24,246,2,none,,0
ACCT-000003,DEV-264470,ACC-221553981,96.240.126.0/24,101,1,none,,0
ACCT-001844,DEV-344179,ACC-492209993,40.6.96.0/24,299,6,none,,0
ACCT-001219,DEV-789842,ACC-247055218,202.207.155.0/24,24,0,none,,0
ACCT-001773,DEV-112491,ACC-344006495,2.219.153.0/24,93,2,none,,0
ACCT-001240,DEV-465633,ACC-158762652,93.56.77.0/24,165,3,none,,0
ACCT-001446,DEV-131374,ACC-666792558,117.182.155.0/24,177,2,none,,0
ACCT-002742,DEV-124415,ACC-641112056,146.32.69.0/24,31,5,none,,0
ACCT-002961,DEV-303163,ACC-708896783,197.143.24.0/24,297,1,none,,0
ACCT-001977,DEV-319765,ACC-506318978,131.85.37.0/24,342,0,none,,0
ACCT-001649,DEV-849303,ACC-821781218,208.191.186.0/24,116,1,none,,0
ACCT-001449,DEV-822042,ACC-592124231,148.90.77.0/24,283,2,none,,0
ACCT-002194,DEV-739837,ACC-827075136,155.215.126.0/24,157,1,none,,0
ACCT-000813,DEV-575293,ACC-115548416,10.245.249.0/24,348,4,none,,0
ACCT-002187,DEV-799006,ACC-586338229,188.205.44.0/24,333,2,none,,0
ACCT-001133,DEV-374327,ACC-193877354,162.144.71.0/24,284,3,none,,0
ACCT-002878,DEV-689345,ACC-536231767,173.218.94.0/24,162,0,none,,0
ACCT-002375,DEV-549264,ACC-937722022,51.179.179.0/24,97,3,none,,0
ACCT-001380,DEV-169599,ACC-191942845,33.8.121.0/24,40,2,none,,0
ACCT-001187,DEV-602344,ACC-757577897,38.135.254.0/24,60,4,none,,0
ACCT-000263,DEV-157887,ACC-890499327,55.199.50.0/24,246,4,none,,0
ACCT-001992,DEV-967114,ACC-395963371,22.24.67.0/24,209,4,none,,0
ACCT-001298,DEV-889448,ACC-127675833,168.204.61.0/24,313,1,none,,0
ACCT-001941,DEV-142630,ACC-646137808,80.201.22.0/24,154,5,none,,0
ACCT-001915,DEV-241197,ACC-659425508,32.30.135.0/24,177,1,none,,0
ACCT-003171,DEV-164620,ACC-751476023,140.103.184.0/24,7,3,legit_shared_device,LEGIT-054,0
ACCT-002252,DEV-321410,ACC-516872564,202.0.112.0/24,305,4,none,,0
ACCT-000666,DEV-917275,ACC-597369460,39.92.230.0/24,254,2,none,,0
ACCT-000389,DEV-185397,ACC-416664388,161.149.145.0/24,263,5,none,,0
ACCT-000685,DEV-946224,ACC-517499607,50.248.16.0/24,297,2,none,,0
ACCT-003189,DEV-918862,ACC-449789362,152.223.142.0/24,272,8,fraud_ring,RING-000,1
ACCT-002269,DEV-752978,ACC-763497735,102.57.217.0/24,177,1,none,,0
ACCT-000227,DEV-410346,ACC-538196582,87.32.221.0/24,87,1,none,,0
ACCT-001466,DEV-336966,ACC-837823133,189.246.176.0/24,230,0,none,,0
ACCT-002923,DEV-336002,ACC-586826725,133.127.25.0/24,30,1,none,,0
ACCT-002679,DEV-795537,ACC-820478761,178.30.118.0/24,56,4,none,,0
ACCT-002728,DEV-275800,ACC-279046398,106.147.183.0/24,139,1,none,,0
ACCT-000601,DEV-542446,ACC-627380624,164.231.122.0/24,256,1,none,,0
ACCT-002582,DEV-432946,ACC-255075302,124.127.230.0/24,244,0,none,,0
ACCT-003270,DEV-216040,ACC-720508654,132.108.228.0/24,236,6,fraud_ring,RING-010,1
ACCT-001882,DEV-983722,ACC-615955411,40.87.180.0/24,278,2,none,,0
ACCT-000442,DEV-311020,ACC-642362001,198.132.169.0/24,345,1,none,,0
ACCT-000565,DEV-310865,ACC-488756096,167.190.94.0/24,6,2,none,,0
ACCT-000293,DEV-759952,ACC-861541242,165.44.59.0/24,245,2,none,,0
ACCT-000469,DEV-432649,ACC-450028249,48.22.220.0/24,356,3,none,,0
ACCT-001846,DEV-281568,ACC-786401442,102.140.119.0/24,240,1,none,,0
ACCT-000612,DEV-210506,ACC-187676204,175.133.219.0/24,196,2,none,,0
ACCT-002863,DEV-949606,ACC-748936616,125.243.17.0/24,3,2,none,,0
ACCT-001687,DEV-914227,ACC-571083178,90.41.95.0/24,54,2,none,,0
ACCT-001452,DEV-307924,ACC-267669221,215.197.139.0/24,215,3,none,,0
ACCT-000270,DEV-374839,ACC-369875153,213.12.129.0/24,231,1,none,,0
ACCT-003187,DEV-868957,ACC-634057391,101.64.228.0/24,272,7,fraud_ring,RING-000,1
ACCT-000980,DEV-385360,ACC-157890263,33.160.86.0/24,209,1,none,,0
ACCT-000777,DEV-427256,ACC-115085578,189.24.20.0/24,131,1,none,,0
ACCT-002922,DEV-700380,ACC-840049141,94.167.32.0/24,69,3,none,,0
ACCT-001704,DEV-882020,ACC-678876184,122.4.249.0/24,222,1,none,,0
ACCT-000487,DEV-152932,ACC-349758057,109.76.106.0/24,132,3,none,,0
ACCT-002274,DEV-363996,ACC-203251803,214.200.26.0/24,232,3,none,,0
ACCT-002595,DEV-936534,ACC-368118608,31.249.178.0/24,31,0,none,,0
ACCT-000102,DEV-552639,ACC-198180563,81.250.250.0/24,30,2,none,,0
ACCT-000602,DEV-284694,ACC-544376093,135.19.73.0/24,78,0,none,,0
ACCT-000474,DEV-681229,ACC-427124134,72.42.223.0/24,181,2,none,,0
ACCT-003304,DEV-336865,ACC-591367686,47.78.60.0/24,119,5,fraud_ring,RING-014,1
ACCT-001774,DEV-972365,ACC-647554367,23.96.78.0/24,181,1,none,,0
ACCT-001117,DEV-649170,ACC-339290932,138.21.64.0/24,318,1,none,,0
ACCT-002354,DEV-248098,ACC-850752611,120.208.30.0/24,94,3,none,,0
ACCT-002661,DEV-536817,ACC-816442079,44.251.76.0/24,323,1,none,,0
ACCT-000445,DEV-842179,ACC-986800217,182.118.31.0/24,179,5,none,,0
ACCT-001389,DEV-205343,ACC-140393931,46.19.194.0/24,299,1,none,,0
ACCT-003003,DEV-968688,ACC-854643406,132.71.94.0/24,313,1,legit_shared_device,LEGIT-000,0
ACCT-003131,DEV-770787,ACC-916421308,113.218.179.0/24,266,2,legit_shared_device,LEGIT-042,0
ACCT-000412,DEV-283962,ACC-358803657,185.251.5.0/24,220,3,none,,0
ACCT-000507,DEV-627610,ACC-849047974,125.84.242.0/24,45,0,none,,0
ACCT-001935,DEV-627428,ACC-190035317,222.31.187.0/24,318,2,none,,0
ACCT-001853,DEV-369454,ACC-870900741,182.47.186.0/24,247,3,none,,0
ACCT-000070,DEV-760032,ACC-705906546,97.219.221.0/24,345,1,none,,0
ACCT-002345,DEV-573234,ACC-629644662,4.151.23.0/24,302,1,none,,0
ACCT-001876,DEV-921984,ACC-911759517,26.105.183.0/24,164,3,none,,0
ACCT-002385,DEV-532003,ACC-329738430,192.203.216.0/24,145,3,none,,0
ACCT-001694,DEV-212224,ACC-208356640,219.52.21.0/24,280,3,none,,0
ACCT-002668,DEV-760635,ACC-288420172,47.212.225.0/24,258,2,none,,0
ACCT-003022,DEV-182004,ACC-823471323,125.234.95.0/24,149,3,legit_shared_device,LEGIT-005,0
ACCT-000608,DEV-666685,ACC-852735725,203.111.225.0/24,254,3,none,,0
ACCT-002029,DEV-677520,ACC-501931653,86.77.70.0/24,170,0,none,,0
ACCT-001626,DEV-123968,ACC-117190032,88.255.254.0/24,193,1,none,,0
ACCT-002304,DEV-221476,ACC-613536542,57.226.181.0/24,15,2,none,,0
ACCT-000249,DEV-748999,ACC-133393401,4.94.219.0/24,55,2,none,,0
ACCT-002683,DEV-447287,ACC-813531303,28.172.171.0/24,78,4,none,,0
ACCT-000396,DEV-377472,ACC-239770244,38.234.182.0/24,219,3,none,,0
ACCT-000829,DEV-195982,ACC-264985677,180.157.42.0/24,327,0,none,,0
ACCT-002171,DEV-229669,ACC-696759762,206.242.141.0/24,107,1,none,,0
ACCT-002124,DEV-229021,ACC-155131071,202.140.189.0/24,264,1,none,,0
ACCT-002629,DEV-407321,ACC-370179040,172.227.157.0/24,81,6,none,,0
ACCT-000844,DEV-497616,ACC-969358844,147.137.220.0/24,46,0,none,,0
ACCT-002421,DEV-239345,ACC-984359817,115.12.41.0/24,66,3,none,,0
ACCT-001058,DEV-488344,ACC-751196836,191.215.89.0/24,139,3,none,,0
ACCT-000485,DEV-744723,ACC-720796106,141.149.221.0/24,272,2,none,,0
ACCT-002245,DEV-277027,ACC-610780007,22.155.164.0/24,311,5,none,,0
ACCT-002888,DEV-979101,ACC-950235436,1.165.158.0/24,286,1,none,,0
ACCT-002660,DEV-722612,ACC-840999950,147.238.62.0/24,339,3,none,,0
ACCT-002988,DEV-748726,ACC-986999037,152.14.196.0/24,337,2,none,,0
ACCT-001656,DEV-856976,ACC-822605468,97.39.251.0/24,167,2,none,,0
ACCT-001237,DEV-125719,ACC-501019845,113.212.59.0/24,23,1,none,,0
ACCT-002402,DEV-833587,ACC-148844507,61.9.48.0/24,275,3,none,,0
ACCT-000698,DEV-446924,ACC-144811351,147.240.13.0/24,26,0,none,,0
ACCT-000839,DEV-804879,ACC-746096343,193.62.131.0/24,158,3,none,,0
ACCT-000550,DEV-619794,ACC-629956498,127.37.231.0/24,333,1,none,,0
ACCT-002290,DEV-339999,ACC-567665133,61.201.101.0/24,31,0,none,,0
ACCT-003168,DEV-929803,ACC-599749879,83.23.233.0/24,314,0,legit_shared_device,LEGIT-053,0
ACCT-000579,DEV-906906,ACC-692442035,21.157.250.0/24,139,1,none,,0
ACCT-000177,DEV-586738,ACC-331519991,52.141.102.0/24,351,0,none,,0
ACCT-002324,DEV-892736,ACC-462765000,25.174.18.0/24,228,4,none,,0
ACCT-002590,DEV-974812,ACC-371397841,119.199.144.0/24,362,4,none,,0
ACCT-001648,DEV-562159,ACC-539961914,91.71.93.0/24,286,4,none,,0
ACCT-001384,DEV-210717,ACC-224805724,8.27.247.0/24,120,3,none,,0
ACCT-002152,DEV-226782,ACC-719306406,56.184.24.0/24,21,2,none,,0
ACCT-001406,DEV-801945,ACC-377718505,204.96.93.0/24,30,2,none,,0
ACCT-000484,DEV-606393,ACC-371794019,18.136.43.0/24,116,0,none,,0
ACCT-001619,DEV-116973,ACC-416277705,53.237.94.0/24,296,2,none,,0
ACCT-002335,DEV-715850,ACC-203152659,124.70.140.0/24,194,1,none,,0
ACCT-002147,DEV-371353,ACC-131662797,199.211.230.0/24,210,4,none,,0
ACCT-002840,DEV-833431,ACC-230327567,96.45.16.0/24,177,3,none,,0
ACCT-002822,DEV-945417,ACC-584062714,117.100.105.0/24,293,2,none,,0
ACCT-003282,DEV-823573,ACC-813075934,21.231.66.0/24,322,3,fraud_ring,RING-011,1
ACCT-001287,DEV-212629,ACC-362453118,221.14.185.0/24,14,4,none,,0
ACCT-002617,DEV-681261,ACC-856765609,20.191.177.0/24,281,3,none,,0
ACCT-001477,DEV-780754,ACC-335498752,102.210.230.0/24,244,1,none,,0
ACCT-000443,DEV-627475,ACC-834721930,45.188.220.0/24,187,1,none,,0
ACCT-001729,DEV-736998,ACC-994097135,176.247.213.0/24,62,0,none,,0
ACCT-002298,DEV-218339,ACC-743444740,105.99.146.0/24,316,2,none,,0
ACCT-001878,DEV-463966,ACC-985922756,205.144.239.0/24,203,3,none,,0
ACCT-002575,DEV-231611,ACC-770009583,182.195.211.0/24,211,2,none,,0
ACCT-002767,DEV-709553,ACC-927771055,37.122.109.0/24,45,1,none,,0
ACCT-001277,DEV-291727,ACC-915734833,209.255.244.0/24,293,3,none,,0
ACCT-003065,DEV-418002,ACC-992890954,177.116.217.0/24,67,3,legit_shared_device,LEGIT-020,0
ACCT-000276,DEV-856149,ACC-670408455,157.226.113.0/24,355,2,none,,0
ACCT-000118,DEV-943582,ACC-777897012,111.185.18.0/24,350,1,none,,0
ACCT-002292,DEV-756416,ACC-395989443,163.111.91.0/24,300,1,none,,0
ACCT-002305,DEV-853998,ACC-403682805,172.150.180.0/24,166,4,none,,0
ACCT-002645,DEV-854675,ACC-140954832,192.58.178.0/24,300,2,none,,0
ACCT-001683,DEV-850583,ACC-975140879,189.247.149.0/24,338,3,none,,0
ACCT-001923,DEV-256162,ACC-464029551,33.96.72.0/24,155,1,none,,0
ACCT-001289,DEV-269725,ACC-168651554,5.33.181.0/24,214,4,none,,0
ACCT-001128,DEV-234176,ACC-725953131,123.112.144.0/24,243,1,none,,0
ACCT-002870,DEV-720184,ACC-363249552,222.180.21.0/24,250,2,none,,0
ACCT-002898,DEV-393885,ACC-557400849,113.27.52.0/24,210,2,none,,0
ACCT-001433,DEV-708979,ACC-931287580,180.212.153.0/24,319,2,none,,0
ACCT-002281,DEV-620034,ACC-574151681,60.121.125.0/24,52,1,none,,0
ACCT-001721,DEV-297238,ACC-200945239,139.230.244.0/24,207,0,none,,0
ACCT-000280,DEV-226378,ACC-535012413,194.156.132.0/24,364,1,none,,0
ACCT-002119,DEV-160664,ACC-355203983,4.196.97.0/24,48,2,none,,0
ACCT-000857,DEV-533576,ACC-251867753,71.93.0.0/24,122,3,none,,0
ACCT-000783,DEV-328501,ACC-883920448,190.57.177.0/24,39,2,none,,0
ACCT-003213,DEV-221444,ACC-611621100,206.197.157.0/24,257,2,fraud_ring,RING-004,1
ACCT-001793,DEV-563592,ACC-940668442,174.186.122.0/24,332,3,none,,0
ACCT-001156,DEV-855147,ACC-297776100,168.145.113.0/24,327,1,none,,0
ACCT-001412,DEV-516074,ACC-724055545,22.227.59.0/24,20,7,none,,0
ACCT-001066,DEV-717656,ACC-792940675,194.6.97.0/24,142,2,none,,0
ACCT-000909,DEV-669411,ACC-990902065,137.93.86.0/24,52,6,none,,0
ACCT-002911,DEV-101747,ACC-200882143,139.58.34.0/24,215,4,none,,0
ACCT-002777,DEV-341526,ACC-543802785,102.40.52.0/24,109,3,none,,0
ACCT-000411,DEV-914782,ACC-389866127,79.33.200.0/24,231,0,none,,0
ACCT-002440,DEV-342428,ACC-699839278,74.230.42.0/24,167,5,none,,0
ACCT-002284,DEV-650855,ACC-687090338,207.21.166.0/24,78,1,none,,0
ACCT-000028,DEV-269375,ACC-873232436,13.41.207.0/24,153,1,none,,0
ACCT-001749,DEV-545687,ACC-269066169,18.20.77.0/24,187,2,none,,0
ACCT-001589,DEV-787885,ACC-689966736,41.166.43.0/24,64,1,none,,0
ACCT-001179,DEV-191186,ACC-486186920,34.189.228.0/24,243,2,none,,0
ACCT-000807,DEV-134073,ACC-588758613,186.208.206.0/24,204,0,none,,0
ACCT-000127,DEV-390908,ACC-978778118,42.146.120.0/24,106,2,none,,0
ACCT-003042,DEV-576518,ACC-428325028,77.20.115.0/24,162,8,legit_shared_device,LEGIT-012,0
ACCT-002915,DEV-405109,ACC-675932937,212.251.158.0/24,149,2,none,,0
ACCT-002041,DEV-679983,ACC-303743853,53.33.194.0/24,268,2,none,,0
ACCT-000544,DEV-500768,ACC-360386893,154.188.97.0/24,168,2,none,,0
ACCT-002803,DEV-810790,ACC-439452082,28.15.8.0/24,240,5,none,,0
ACCT-003072,DEV-141639,ACC-943097789,190.145.161.0/24,249,1,legit_shared_device,LEGIT-022,0
ACCT-001176,DEV-713522,ACC-274504960,44.95.117.0/24,167,3,none,,0
ACCT-003077,DEV-353532,ACC-461766340,38.84.3.0/24,70,8,legit_shared_device,LEGIT-024,0
ACCT-000132,DEV-310787,ACC-867518138,7.118.40.0/24,244,3,none,,0
ACCT-000657,DEV-306990,ACC-302571637,126.136.104.0/24,22,2,none,,0
ACCT-001522,DEV-120365,ACC-117495054,65.83.37.0/24,246,1,none,,0
ACCT-002439,DEV-519568,ACC-846013597,102.40.236.0/24,226,1,none,,0
ACCT-002907,DEV-558103,ACC-824573747,143.144.149.0/24,129,2,none,,0
ACCT-001325,DEV-198807,ACC-340529940,50.103.184.0/24,341,0,none,,0
ACCT-000702,DEV-770376,ACC-897009606,13.237.121.0/24,263,7,none,,0
ACCT-000426,DEV-224642,ACC-750636489,152.249.113.0/24,348,1,none,,0
ACCT-001450,DEV-838795,ACC-747001380,176.110.203.0/24,27,3,none,,0
ACCT-000097,DEV-406701,ACC-857818974,113.76.93.0/24,189,1,none,,0
ACCT-002159,DEV-385137,ACC-875961879,64.74.130.0/24,25,3,none,,0
ACCT-002704,DEV-594439,ACC-591642739,103.253.107.0/24,306,3,none,,0
ACCT-000570,DEV-227814,ACC-661124851,33.130.185.0/24,58,2,none,,0
ACCT-000347,DEV-193531,ACC-284861124,57.202.1.0/24,68,3,none,,0
ACCT-003296,DEV-338356,ACC-994968406,33.201.0.0/24,23,11,fraud_ring,RING-013,1
ACCT-000611,DEV-843974,ACC-167300712,203.75.45.0/24,266,3,none,,0
ACCT-001562,DEV-107342,ACC-504497508,7.101.91.0/24,110,2,none,,0
ACCT-002640,DEV-808820,ACC-458186672,204.150.147.0/24,302,2,none,,0
ACCT-000806,DEV-295499,ACC-260427706,162.150.255.0/24,257,0,none,,0
ACCT-000142,DEV-621580,ACC-526617931,201.30.24.0/24,302,2,none,,0
ACCT-001335,DEV-462361,ACC-689314277,85.40.156.0/24,109,2,none,,0
ACCT-002854,DEV-468713,ACC-111960516,110.39.100.0/24,185,1,none,,0
ACCT-001942,DEV-174832,ACC-733770018,7.18.29.0/24,242,0,none,,0
ACCT-000995,DEV-604977,ACC-930422733,29.41.39.0/24,61,0,none,,0
ACCT-000796,DEV-694801,ACC-901513666,222.202.46.0/24,154,5,none,,0
ACCT-000208,DEV-689902,ACC-695942689,155.94.222.0/24,45,0,none,,0
ACCT-002682,DEV-403573,ACC-909532955,166.163.59.0/24,239,3,none,,0
ACCT-001201,DEV-941134,ACC-728065441,19.105.61.0/24,235,2,none,,0
ACCT-003280,DEV-373293,ACC-813075934,34.58.159.0/24,325,4,fraud_ring,RING-011,1
ACCT-002193,DEV-442529,ACC-644533080,98.106.170.0/24,7,2,none,,0
ACCT-003240,DEV-122574,ACC-373483144,122.198.37.0/24,231,6,fraud_ring,RING-007,1
ACCT-002339,DEV-558958,ACC-425600778,147.226.50.0/24,309,2,none,,0
ACCT-000471,DEV-372066,ACC-996011317,135.200.44.0/24,252,0,none,,0
ACCT-000065,DEV-958282,ACC-238684227,108.209.189.0/24,110,1,none,,0
ACCT-003117,DEV-322939,ACC-690731570,8.70.9.0/24,35,2,legit_shared_device,LEGIT-038,0
ACCT-003246,DEV-122574,ACC-373483144,111.18.20.0/24,233,10,fraud_ring,RING-007,1
